State,Indicator No.,Indicator,Unit,NFHS 6,NFHS 6 Small Sample,NFHS 5,NFHS 5 Small Sample,Delta (6-5)
Tamil Nadu,22,Any traditional method (%),%,3.4,,3.1,,0.3
Tamil Nadu,23,Female sterilization (%),%,56.6,,57.8,,-1.2
Tamil Nadu,24,Male sterilization (%),%,0.1,,0.1,,0.0
Tamil Nadu,25,Total unmet need3 (%),%,6.4,,7.5,,-1.1
Tamil Nadu,26,Unmet need for spacing3 (%),%,3.4,,3.0,,0.4
Tamil Nadu,27,Unmet need for limiting3 (%),%,3.0,,4.5,,-1.5
Tamil Nadu,28,Mothers who had an antenatal check-up in the first trimester (%),%,71.2,,77.4,,-6.2
Tamil Nadu,29,Mothers who had any antenatal care visits (%),%,92.2,,95.8,,-3.6
Tamil Nadu,30,Mothers who had at least 4 antenatal care visits (%),%,87.6,,90.6,,-3.0
Tamil Nadu,31,Mothers whose last birth was protected against neonatal tetanus 4 (%),%,88.2,,89.7,,-1.5
Tamil Nadu,32,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),%,82.1,,82.5,,-0.4
Tamil Nadu,33,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),%,64.5,,63.1,,1.4
Tamil Nadu,34,Registered pregnancies for which the mother received a Mother and Child Protection (MCP),MCP,99.1,,98.8,,0.3
Tamil Nadu,35,Institutional births (%),%,99.7,,99.6,,0.1
Tamil Nadu,36,Institutional births in public facility (%),%,63.6,,66.9,,-3.3
Tamil Nadu,37,Births attended by skilled health personne5 (%),%,99.7,,99.8,,-0.1
Tamil Nadu,38,Births delivered by caesarean section (%),%,46.9,,44.9,,2.0
Tamil Nadu,39,Births in a private health facility that were delivered by caesarean section (%),%,60.3,,63.8,,-3.5
Tamil Nadu,40,Births in a public health facility that were delivered by caesarean section (%),%,39.6,,36.0,,3.6
Tamil Nadu,41,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health,,90.5,,93.2,,-2.7
Tamil Nadu,42,Children born at home who were taken to a health facility for a check-up within 24 hours of,,,Y,,Y,
Tamil Nadu,43,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health,,92.7,,94.9,,-2.2
Tamil Nadu,44,Children age 12-23 months fully vaccinated based on information from either vaccination card,,90.0,,89.4,,0.6
Tamil Nadu,45,Children age 12-23 months fully vaccinated based on information from vaccination card,,89.7,,90.4,,-0.7
Tamil Nadu,46,Children age 12-23 months who have received any vaccine (%),%,96.2,,98.5,,-2.3
Tamil Nadu,47,Children age 12-23 months who have received BCG (%),%,95.0,,97.6,,-2.6
Tamil Nadu,48,Children age 12-23 months who have received 3 doses of polio vaccine8 (%),%,92.1,,91.5,,0.6
Tamil Nadu,49,Children age 12-23 months who have received 3 doses of pentavalent vaccine (%),%,92.8,,94.9,,-2.1
Tamil Nadu,50,Children age 12-23 months who have received the first dose of measles-containing,,94.5,,95.8,,-1.3
Tamil Nadu,51,Children age 24-35 months who have received a second dose of measles-containing,,75.6,,75.0,,0.6
Tamil Nadu,52,Children age 12-23 months who have received birth dose of hepatitis B vaccine (%),%,90.6,,84.9,,5.7
Tamil Nadu,53,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),%,87.4,,66.4,,21.0
Tamil Nadu,54,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),%,71.4,,68.2,,3.2
Tamil Nadu,55,Children age 12-23 months who received most of their vaccinations in a public health,,91.5,,89.8,,1.7
Tamil Nadu,56,Children age 12-23 months who received most of their vaccinations in a private health,,8.2,,10.1,,-1.9
Tamil Nadu,57,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),%,5.1,,3.7,,1.4
Tamil Nadu,58,Prevalence of severe diarrhoea in the 2 weeks preceding the survey (%),%,0.3,,0.1,,0.2
Tamil Nadu,59,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the,,0.6,,1.1,,-0.5
Tamil Nadu,60,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health,,72.7,,67.4,,5.3
Tamil Nadu,61,Children under age 3 years breastfed within one hour of birth 9 (%),%,54.8,,60.2,,-5.4
Tamil Nadu,62,Children under age 6 months exclusively breastfed 10 (%),%,55.6,,55.1,,0.5
Tamil Nadu,63,Children under age 6 months currently breastfeeding10 (%),%,95.7,,96.9,,-1.2
Tamil Nadu,64,Children under age 6 months exclusively breastfed or breastfeeding and consuming plain,,80.7,,80.0,,0.7
Tamil Nadu,65,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),%,65.2,,66.5,,-1.3
Tamil Nadu,66,"Breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",%,17.3,,12.6,,4.7
Tamil Nadu,67,"Non-breastfeeding children age 6-23 months receiving an adequate diet 10, 11 (%)",%,26.9,,22.8,,4.1
Tamil Nadu,68,"Total children age 6-23 months receiving an adequate diet10, 11 (%)",%,20.6,,15.8,,4.8
Tamil Nadu,69,Children under 5 years who are stunted (height-for-age)12 (%),%,20.7,,25.0,,-4.3
Tamil Nadu,70,Children under 5 years who are wasted (weight-for-height)12 (%),%,17.4,,14.6,,2.8
Tamil Nadu,71,Children under 5 years who are severely wasted (weight-for-height)13 (%),%,4.9,,5.5,,-0.6
Tamil Nadu,72,Children under 5 years who are underweight (weight-for-age)12 (%),%,23.2,,22.0,,1.2
Tamil Nadu,73,Children under 5 years who are overweight (weight-for-height)14 (%),%,2.2,,4.3,,-2.1
Tamil Nadu,74,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m 2)15 (%),%,12.1,,12.6,,-0.5
Tamil Nadu,75,Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m 2) (%),%,13.4,,12.1,,1.3
Tamil Nadu,76,Women who are overweight or obese (BMI ≥25.0 kg/m2)15 (%),%,44.2,,40.5,,3.7
Tamil Nadu,77,Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),%,38.8,,37.1,,1.7
Tamil Nadu,78,Blood sugar level - high (141-160 mg/dl)20 (%),%,8.5,,7.5,,1.0
Tamil Nadu,79,Blood sugar level - very high (>160 mg/dl)20 (%),%,14.0,,11.1,,2.9
Tamil Nadu,80,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level20 (%),%,25.2,,20.7,,4.5
Tamil Nadu,81,Blood sugar level - high (141-160 mg/dl)20 (%),%,9.1,,8.1,,1.0
Tamil Nadu,82,Blood sugar level - very high (>160 mg/dl)20 (%),%,15.3,,11.9,,3.4
Tamil Nadu,83,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level20 (%),%,26.7,,22.1,,4.6
Tamil Nadu,84,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),%,12.2,,14.3,,-2.1
Tamil Nadu,85,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),%,4.7,,6.2,,-1.5
Tamil Nadu,86,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),%,24.2,,24.8,,-0.6
Tamil Nadu,87,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),%,16.5,,19.5,,-3.0
Tamil Nadu,88,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),%,3.4,,7.4,,-4.0
Tamil Nadu,89,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),%,28.2,,30.2,,-2.0
Tamil Nadu,90,Currently married women who usually participate in three household decisions 22 (%),%,91.4,,92.8,,-1.4
Tamil Nadu,91,Women who worked in the last 12 months and were paid in cash (%),%,48.0,,40.8,,7.2
Tamil Nadu,92,Women having a bank or savings account that they themselves use (%),%,90.0,,92.2,,-2.2
Tamil Nadu,93,Women having a mobile phone that they themselves use (%),%,76.8,,74.6,,2.2
Tamil Nadu,94,Women age 15-24 years who use hygienic methods of protection during their menstrual,,97.7,,98.4,,-0.7
Tamil Nadu,95,Ever-married women age 18-49 years who have ever experienced spousal violence24 (%),%,28.5,,38.1,,-9.6
Tamil Nadu,96,Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),%,3.0,,3.3,,-0.3
Tamil Nadu,97,Young women age 18-29 years who experienced sexual violence by age 18 (%),%,0.1,,0.0,,0.1
Tamil Nadu,98,Women age 15 years and above who use any kind of tobacco (%),%,4.8,,4.9,,-0.1
Tamil Nadu,99,Men age 15 years and above who use any kind of tobacco (%),%,17.7,,20.0,,-2.3
Tamil Nadu,100,Women age 15 years and above who consume alcohol (%),%,0.3,,0.3,,0.0
Tamil Nadu,101,Men age 15 years and above who consume alcohol (%),%,23.5,,25.3,,-1.8
Telangana,1,Population below age 5 years (%),%,7.1,,7.5,,-0.4
Telangana,2,Population below age 15 years (%),%,21.3,,22.5,,-1.2
Telangana,3,Population age 60 years and above (%),%,14.1,,12.7,,1.4
Telangana,4,Population living in households with electricity (%),%,98.6,,99.6,,-1.0
Telangana,5,Population living in households with an improved drinking-water source1 (%),%,98.2,,98.7,,-0.5
Telangana,6,Households using iodized salt (%),%,98.7,,95.8,,2.9
Telangana,7,Households with any usual member covered under a health insurance/financing scheme (%),%,82.2,,69.2,,13.0
Telangana,8,Households with any usual member having a bank account/post office account (%),%,98.5,,96.9,,1.6
Telangana,9,Female population age 6 years and above who ever attended school (%),%,60.2,,60.9,,-0.7
Telangana,10,Households with any usual female members owning a house and/or land (alone or jointly with,,31.1,,22.3,,8.8
Telangana,11,Children age 2-4 years who attended pre-school (%),%,66.4,,69.0,,-2.6
Telangana,12,Women with 10 or more years of schooling (%),%,51.1,,45.5,,5.6
Telangana,13,Men with 10 or more years of schooling (%),%,65.0,,61.2,,3.8
Telangana,14,Women who have ever used the internet (%),%,64.8,,26.5,,38.3
Telangana,15,Men who have ever used the internet (%),%,87.3,,50.0,,37.3
Telangana,16,Women age 20-24 years married before age 18 years (%),%,17.9,,23.5,,-5.6
Telangana,17,Men age 25-29 years married before age 21 years (%),%,5.7,,16.3,,-10.6
Telangana,18,Total fertility rate (children per woman),children per woman,1.9,,1.8,,0.1
Telangana,19,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),%,6.0,,5.8,,0.2
Telangana,20,Any method2 (%),%,68.8,,68.1,,0.7
Telangana,21,Any modern method2 (%),%,67.6,,66.7,,0.9
Telangana,22,Any traditional method (%),%,1.2,,1.4,,-0.2
Telangana,23,Female sterilization (%),%,62.5,,61.9,,0.6
Telangana,24,Male sterilization (%),%,3.6,,2.0,,1.6
Telangana,25,Total unmet need3 (%),%,7.0,,6.4,,0.6
Telangana,26,Unmet need for spacing3 (%),%,3.8,,2.8,,1.0
Telangana,27,Unmet need for limiting3 (%),%,3.2,,3.6,,-0.4
Telangana,28,Mothers who had an antenatal check-up in the first trimester (%),%,89.6,,88.5,,1.1
Telangana,29,Mothers who had any antenatal care visits (%),%,99.2,,99.1,,0.1
Telangana,30,Mothers who had at least 4 antenatal care visits (%),%,80.3,,70.4,,9.9
Telangana,31,Mothers whose last birth was protected against neonatal tetanus 4 (%),%,94.3,,89.6,,4.7
Telangana,32,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),%,81.0,,57.9,,23.1
Telangana,33,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),%,55.7,,34.4,,21.3
Telangana,34,Registered pregnancies for which the mother received a Mother and Child Protection (MCP),MCP,98.6,,96.7,,1.9
Telangana,35,Institutional births (%),%,98.8,,97.0,,1.8
Telangana,36,Institutional births in public facility (%),%,57.5,,49.7,,7.8
Telangana,37,Births attended by skilled health personnel5 (%),%,97.7,,93.6,,4.1
Telangana,38,Births delivered by caesarean section (%),%,62.2,,60.7,,1.5
Telangana,39,Births in a private health facility that were delivered by caesarean section (%),%,83.9,,81.5,,2.4
Telangana,40,Births in a public health facility that were delivered by caesarean section (%),%,48.1,,44.5,,3.6
Telangana,41,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health,,92.3,,87.6,,4.7
Telangana,42,Children born at home who were taken to a health facility for a check-up within 24 hours of,,29.8,,15.6,,14.2
Telangana,43,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health,,93.0,,90.0,,3.0
Telangana,44,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall6 (%),%,80.9,,79.1,,1.8
Telangana,45,Children age 12-23 months fully vaccinated based on information from vaccination card,,87.9,,87.4,,0.5
Telangana,46,Children age 12-23 months who have received any vaccine (%),%,96.0,,94.6,,1.4
Telangana,47,Children age 12-23 months who have received BCG (%),%,95.1,,93.5,,1.6
Telangana,48,Children age 12-23 months who have received 3 doses of polio vaccine8 (%),%,83.3,,81.6,,1.7
Telangana,49,Children age 12-23 months who have received 3 doses of pentavalent vaccine (%),%,88.7,,89.3,,-0.6
Telangana,50,Children age 12-23 months who have received the first dose of measles-containing,,92.9,,90.6,,2.3
Telangana,51,Children age 24-35 months who have received a second dose of measles-containing,,78.6,,63.1,,15.5
Telangana,52,Children age 12-23 months who have received birth dose of hepatitis B vaccine (%),%,88.9,,73.9,,15.0
Telangana,53,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),%,63.8,,5.3,,58.5
Telangana,54,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),%,90.5,,72.4,,18.1
Telangana,55,Children age 12-23 months who received most of their vaccinations in a public health,,95.7,,94.1,,1.6
Telangana,56,Children age 12-23 months who received most of their vaccinations in a private health,,2.6,,4.5,,-1.9
Telangana,57,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),%,4.5,,7.4,,-2.9
Telangana,58,Prevalence of severe diarrhoea in the 2 weeks preceding the survey (%),%,0.3,,0.6,,-0.3
Telangana,59,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the,,0.4,,2.2,,-1.8
Telangana,60,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health,,65.5,,74.8,,-9.3
Telangana,61,Children under age 3 years breastfed within one hour of birth 9 (%),%,57.1,,37.1,,20.0
Telangana,62,Children under age 6 months exclusively breastfed 10 (%),%,64.8,,68.2,,-3.4
Telangana,63,Children under age 6 months currently breastfeeding10 (%),%,94.6,,95.8,,-1.2
Telangana,64,Children under age 6 months exclusively breastfed or breastfeeding and consuming plain,,80.2,,81.4,,-1.2
Telangana,65,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),%,66.7,,51.3,,15.4
Telangana,66,"Breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",%,15.8,,8.2,,7.6
Telangana,67,"Non-breastfeeding children age 6-23 months receiving an adequate diet 10, 11 (%)",%,12.4,,14.8,,-2.4
Telangana,68,"Total children age 6-23 months receiving an adequate diet10, 11 (%)",%,15.3,,9.0,,6.3
Telangana,69,Children under 5 years who are stunted (height-for-age)12 (%),%,27.0,,33.1,,-6.1
Telangana,70,Children under 5 years who are wasted (weight-for-height)12 (%),%,16.9,,21.7,,-4.8
Telangana,71,Children under 5 years who are severely wasted (weight-for-height)13 (%),%,3.9,,8.5,,-4.6
Telangana,72,Children under 5 years who are underweight (weight-for-age)12 (%),%,27.8,,31.8,,-4.0
Telangana,73,Children under 5 years who are overweight (weight-for-height)14 (%),%,1.2,,3.4,,-2.2
Telangana,74,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m 2)15 (%),%,17.7,,18.8,,-1.1
Telangana,75,Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m 2) (%),%,14.9,,16.3,,-1.4
Telangana,76,Women who are overweight or obese (BMI ≥25.0 kg/m2)15 (%),%,36.3,,30.1,,6.2
Telangana,77,Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),%,35.5,,32.4,,3.1
Telangana,78,Blood sugar level - high (141-160 mg/dl)16 (%),%,7.9,,5.8,,2.1
Telangana,79,Blood sugar level - very high (>160 mg/dl)16 (%),%,10.0,,7.0,,3.0
Telangana,80,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level16 (%),%,19.6,,14.7,,4.9
Telangana,81,Blood sugar level - high (141-160 mg/dl)16 (%),%,9.0,,6.9,,2.1
Telangana,82,Blood sugar level - very high (>160 mg/dl)16 (%),%,13.3,,9.3,,4.0
Telangana,83,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level16 (%),%,24.5,,18.1,,6.4
Telangana,84,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),%,9.6,,13.6,,-4.0
Telangana,85,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),%,5.4,,6.3,,-0.9
Telangana,86,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),%,24.2,,26.1,,-1.9
Telangana,87,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),%,12.9,,18.5,,-5.6
Telangana,88,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),%,3.5,,8.1,,-4.6
Telangana,89,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),%,28.2,,31.4,,-3.2
Telangana,90,Currently married women who usually participate in three household decisions17 (%),%,89.9,,87.2,,2.7
Telangana,91,Women who worked in the last 12 months and were paid in cash (%),%,53.2,,45.1,,8.1
Telangana,92,Women having a bank or savings account that they themselves use (%),%,92.3,,84.4,,7.9
Telangana,93,Women having a mobile phone that they themselves use (%),%,65.8,,60.0,,5.8
Telangana,94,Women age 15-24 years who use hygienic methods of protection during their menstrual,,95.3,,93.4,,1.9
Telangana,95,Ever-married women age 18-49 years who have ever experienced spousal violence19 (%),%,30.8,,37.2,,-6.4
Telangana,96,Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),%,2.7,,4.0,,-1.3
